#;NAME;;P0;;;P1;;;F0;;;F1;;;AGE;BSURF;EDOT;
;;;(s);;;;;;(Hz);;;(s^-2);;;(Yr);(G);(ergs/s);
2247;J1900+0438;lsb+17;0.312314406456;1.8e-11;lsb+17;3.2304E-15;8.0e-19;lsb+17;3.20190160725;1.9e-10;lsb+17;-3.3119E-14;9.0e-18;lsb+17;1.53e+06;1.02e+12;4.2e+33;
2248;J1900+0634;hfs+04;0.389869101178;2.0e-11;hfs+04;5.125E-15;5.0e-18;hfs+04;2.56496346332;1.3e-10;hfs+04;-3.372E-14;3.0e-17;hfs+04;1.21e+06;1.43e+12;3.4e+33;
2249;J1900-0933;bbb+12;1.423889144409;1.9e-11;bsb+19;0.2263E-15;9.0e-19;bsb+19;0.702301863826;1.0e-11;bsb+19;-1.116E-16;5.0e-19;bsb+19;9.97e+07;5.74e+11;3.1e+30;
2250;B1857-26;vl70;0.6122092044383;7.0e-13;hlk+04;2.04534E-16;5.0e-21;hlk+04;1.6334285612669;1.7e-12;hlk+04;-5.45714E-16;1.2e-20;hlk+04;4.74e+07;3.58e+11;3.5e+31;
2251;J1900+30;cnst96;0.602227;3.0e-06;cnst96;*;0;*;1.660503;9.0e-06;cnst96;*;0;*;*;*;*;
2252;B1851-79;mlt+78;1.2791931935;6.0e-10;nmc81;1.86E-15;3.0e-17;nmc81;0.7817427462;4.0e-10;nmc81;-1.137E-15;1.9e-17;nmc81;1.09e+07;1.56e+12;3.5e+31;
2253;J1901+00;cnst96;0.777662;3.0e-06;cnst96;*;0;*;1.285906;5.0e-06;cnst96;*;0;*;*;*;*;
2254;J1901+0124;hfs+04;0.318817259335;1.1e-11;hfs+04;3.241E-15;4.0e-18;hfs+04;3.13659305047;1.0e-10;hfs+04;-3.189E-14;3.0e-17;hfs+04;1.56e+06;1.03e+12;3.9e+33;
2255;B1859+01;stwd85;0.2882191593441;1.0e-12;hlk+04;2.357457E-15;1.1e-20;hlk+04;3.469581974618;1.2e-11;hlk+04;-2.837907E-14;1.3e-19;hlk+04;1.94e+06;8.34e+11;3.9e+33;
2256;J1901+0234;lbh+15;0.88524028123;4.0e-11;lsb+17;23.034E-15;4.0e-18;lsb+17;1.12963680167;6.0e-11;lsb+17;-2.9393E-14;6.0e-18;lsb+17;6.09e+05;4.57e+12;1.3e+33;
2257;J1901+0254;hfs+04;1.2996934495;3.0e-10;hfs+04;4.6E-16;1.1e-16;hfs+04;0.76941220286;1.2e-10;hfs+04;-2.7E-16;6.0e-17;hfs+04;4.52e+07;7.79e+11;8.2e+30;
2258;J1901+0300;skl+15;0.007796776259722;4.0e-15;skl+15;4.571E-20;1.3e-22;skl+15;128.25813729784;5.0e-11;skl+15;-7.52E-16;2.0e-18;skl+15;2.7e+09;6.04e+08;3.8e+33;
2259;J1901-0312;hfs+04;0.355725186569;1.4e-11;hfs+04;2.292E-15;6.0e-18;hfs+04;2.81115883203;1.1e-10;hfs+04;-1.811E-14;4.0e-17;hfs+04;2.46e+06;9.14e+11;2.0e+33;
2260;J1901-0315;lfl+06;0.80169309688;1.1e-10;lfl+06;2.57E-15;4.0e-17;lfl+06;1.24736012308;1.7e-10;lfl+06;-4.00E-15;5.0e-17;lfl+06;4.94e+06;1.45e+12;2.0e+32;
2261;J1901+0320;hfs+04;0.63658447822;8.0e-11;hfs+04;5.2E-16;3.0e-17;hfs+04;1.57088341645;1.8e-10;hfs+04;-1.29E-15;6.0e-17;hfs+04;1.93e+07;5.84e+11;8.0e+31;
2262;B1859+03;dlp70;0.65545023949;4.0e-11;hlk+04;7.4593E-15;4.0e-19;hlk+04;1.52566882999;9.0e-11;hlk+04;-1.73627E-14;7.0e-19;hlk+04;1.39e+06;2.24e+12;1.0e+33;
2263;J1901+0355;hfs+04;0.55475646483;3.0e-11;hfs+04;1.2741E-14;1.0e-17;hfs+04;1.80259278332;9.0e-11;hfs+04;-4.140E-14;3.0e-17;hfs+04;6.9e+05;2.69e+12;2.9e+33;
2264;J1901+0413;mhl+02;2.6630796830;8.0e-10;mhl+02;1.316E-13;3.0e-16;mhl+02;0.37550509899;1.1e-10;mhl+02;-1.856E-14;3.0e-17;mhl+02;3.21e+05;1.89e+13;2.8e+32;
2265;J1901+0435;lfl+06;0.6905763581;3.0e-10;lfl+06;8.67E-15;3.0e-17;lfl+06;1.4480657907;5.0e-10;lfl+06;-1.819E-14;5.0e-17;lfl+06;1.26e+06;2.48e+12;1.0e+33;
2266;J1901+0459;lbh+15;0.87704381015;6.0e-11;lsb+17;15.6817E-15;2.0e-18;lsb+17;1.14019389730;8.0e-11;lsb+17;-2.0387E-14;3.0e-18;lsb+17;8.86e+05;3.75e+12;9.2e+32;
2267;J1901+0510;hfs+04;0.61475669408;1.2e-10;hfs+04;3.110E-14;4.0e-17;hfs+04;1.6266597983;3.0e-10;hfs+04;-8.229E-14;1.0e-16;hfs+04;3.13e+05;4.42e+12;5.3e+33;
2268;J1901+0511;lsb+17;4.6003689902;4.0e-10;lsb+17;25.338E-15;1.5e-17;lsb+17;0.217373867646;1.9e-11;lsb+17;-1.1973E-15;8.0e-19;lsb+17;2.88e+06;1.09e+13;1.0e+31;
2269;J1901+0621;cfl+06;0.83200194892;5.0e-11;lfl+06;1.8E-17;3.0e-18;lfl+06;1.20192026148;6.0e-11;lfl+06;-2.6E-17;4.0e-18;lfl+06;7.32e+08;1.24e+11;1.2e+30;
2270;B1859+07;cjlm87;0.64399866351;4.0e-11;hlk+04;2.2872E-15;3.0e-19;hlk+04;1.55279825358;8.0e-11;hlk+04;-5.5148E-15;7.0e-19;hlk+04;4.46e+06;1.23e+12;3.4e+32;
2271;J1901-0906;lml+98;1.781927762343;5.0e-12;hlk+04;1.63829E-15;5.0e-20;hlk+04;0.5611899770197;1.3e-12;hlk+04;-5.15952E-16;1.3e-20;hlk+04;1.72e+07;1.73e+12;1.1e+31;
2272;J1901+11;pab+18;0.40914;1.0e-05;pab+18;*;0;*;2.44415;6.0e-05;pab+18;*;0;*;*;*;*;
2273;J1901+1306;nft95;1.8308574530;2.0e-10;cn95;1.31E-16;1.1e-17;cn95;0.54619216715;6.0e-11;cn95;-3.9E-17;4.0e-18;cn95;2.21e+08;4.96e+11;8.4e+29;
2274;J1901-1740;ebvb01;1.95685759005;1.6e-10;ebvb01;8.23E-16;1.6e-17;ebvb01;0.51102339030;5.0e-11;ebvb01;-2.15E-16;5.0e-18;ebvb01;3.77e+07;1.28e+12;4.3e+30;
2275;J1902+02;lbh+15;0.41532;0;lbh+15;*;0;*;2.407782;0;lbh+15;*;0;*;*;*;*;
2276;J1902+0248;hfs+04;1.22377745359;1.7e-10;hfs+04;2.41E-15;3.0e-17;hfs+04;0.81714203597;1.1e-10;hfs+04;-1.606E-15;1.7e-17;hfs+04;8.06e+06;1.74e+12;5.2e+31;
2277;J1902-0340;hfs+04;1.5246721060;4.0e-10;hfs+04;2.00E-15;1.7e-16;hfs+04;0.65587872702;1.7e-10;hfs+04;-8.6E-16;7.0e-17;hfs+04;1.21e+07;1.77e+12;2.2e+31;
2278;B1900+05;ht74;0.7465773564336;1.7e-12;hlk+04;1.2875167E-14;1.2e-20;hlk+04;1.339445927984;3.0e-12;hlk+04;-2.3099535E-14;2.0e-20;hlk+04;9.19e+05;3.14e+12;1.2e+33;
2279;B1900+06;lh81;0.673505459244;1.9e-11;lbs+20;7.71023E-15;5.0e-20;lbs+20;1.48476895959;4.0e-11;lbs+20;-16.9975E-15;1.0e-19;lbs+20;1.38e+06;2.31e+12;1.0e+33;
2280;J1902+0723;nft95;0.4878126283;2.0e-10;cn95;2.10E-16;5.0e-18;cn95;2.0499674301;9.0e-10;cn95;-8.8E-16;3.0e-17;cn95;3.68e+07;3.24e+11;7.1e+31;
2281;J1902-1036;bbb+12;0.786813538431;8.0e-12;bsb+19;7.53681E-15;1.9e-19;bsb+19;1.270949152698;1.3e-11;bsb+19;-1.21743E-14;4.0e-19;bsb+19;1.65e+06;2.46e+12;6.1e+32;
2282;J1902-5105;kcj+12;0.00174239994990564;1.6e-16;ckr+15;9.1993E-21;1.3e-24;ckr+15;573.92104496683;5.0e-11;ckr+15;-3.0301E-15;4.0e-19;ckr+15;3e+09;1.28e+08;6.9e+34;
2283;B1900+01;dls73;0.729306960746;3.0e-12;jbv+19;4.0250E-15;3.0e-19;jbv+19;1.371164754792;4.0e-12;jbv+19;-7.5674E-15;4.0e-19;jbv+19;2.87e+06;1.73e+12;4.1e+32;
2284;J1903-0258;lfl+06;0.301458774079;6.0e-12;lfl+06;6.791E-16;6.0e-19;lfl+06;3.31720316669;6.0e-11;lfl+06;-7.473E-15;6.0e-18;lfl+06;7.03e+06;4.58e+11;9.8e+32;
2285;J1903+0327;crl+08;0.00214991236434921;5.0e-17;fbw+11;1.88208E-20;1.0e-24;fbw+11;465.135238339217;9.0e-12;fbw+11;-4.0719E-15;2.0e-19;fbw+11;1.81e+09;2.04e+08;7.5e+34;
2286;J1903+0415;lbh+15;1.15139;0;lbh+15;*;0;*;0.868515;0;lbh+15;*;0;*;*;*;*;
2287;J1903+0601;hfs+04;0.374117028251;5.0e-12;hfs+04;1.92039E-14;3.0e-19;hfs+04;2.67296039604;3.0e-11;hfs+04;-1.372061E-13;1.9e-18;hfs+04;3.09e+05;2.71e+12;1.4e+34;
2288;B1900-06;dls72;0.431889308744;1.5e-11;lbs+20;3.38071E-15;8.0e-20;lbs+20;2.31540809127;8.0e-11;lbs+20;-18.1244E-15;4.0e-19;lbs+20;2.02e+06;1.22e+12;1.7e+33;
2289;J1903+0654;lsb+17;0.79123225301;7.0e-11;lsb+17;10.595E-15;4.0e-18;lsb+17;1.26385141176;1.2e-10;lsb+17;-1.6924E-14;7.0e-18;lsb+17;1.18e+06;2.93e+12;8.4e+32;
2290;J1903-0848;blr+13;0.88732464056;4.0e-11;blr+13;1.330E-15;2.0e-18;blr+13;1.12698324186;6.0e-11;blr+13;-1.689E-15;3.0e-18;blr+13;1.06e+07;1.1e+12;7.5e+31;
2291;J1903+0925;lfl+06;0.35715482026;9.0e-11;lfl+06;3.6899E-14;1.3e-17;lfl+06;2.7999062123;7.0e-10;lfl+06;-2.8927E-13;1.0e-16;lfl+06;1.53e+05;3.67e+12;3.2e+34;
2292;J1903+2225;nft95;0.65118538418;1.4e-10;cn95;4.45E-16;1.0e-17;cn95;1.5356610027;4.0e-10;cn95;-1.05E-15;3.0e-17;cn95;2.32e+07;5.45e+11;6.4e+31;
2293;J1903-7051;ckr+15;0.0035978980188911;1.1e-15;ckr+15;1.043E-20;6.0e-23;ckr+15;277.94006243351;8.0e-11;ckr+15;-8.06E-16;4.0e-18;ckr+15;5.46e+09;1.96e+08;8.8e+33;
2294;J1904+0004;mld+96;0.1395246665887;1.2e-12;lwy+16;1.1805E-16;3.0e-20;lwy+16;7.16719146836;6.0e-11;lwy+16;-0.60642E-14;1.1e-18;lwy+16;1.87e+07;1.3e+11;1.7e+33;
2295;J1904-0150;lfl+06;0.379387161967;6.0e-12;lfl+06;8.898E-16;8.0e-19;lfl+06;2.63582983361;4.0e-11;lfl+06;-6.182E-15;5.0e-18;lfl+06;6.76e+06;5.88e+11;6.4e+32;
2296;J1904+0412;clm+01;0.0710948973807;3.0e-13;clm+01;1.1E-19;3.0e-20;clm+01;14.06570705975;6.0e-11;clm+01;-2.2E-17;6.0e-18;clm+01;1.02e+10;2.83e+09;1.2e+31;
2297;J1904+0451;skl+15;0.006092367929630;4.0e-15;skl+15;5.7E-21;3.0e-22;skl+15;164.1397912192;1.0e-10;skl+15;-1.54E-16;6.0e-18;skl+15;1.69e+10;1.89e+08;1.0e+33;
2298;J1904+0738;cfl+06;0.2089583321216;2.0e-13;nab+13;0.410898E-15;7.0e-21;nab+13;4.785643098539;5.0e-12;nab+13;-9.41054E-15;1.7e-19;nab+13;8.06e+06;2.97e+11;1.8e+33;
2299;J1904+0800;kbm+03;0.263344725870;9.0e-12;kbm+03;1.7317E-14;3.0e-18;kbm+03;3.79730407243;1.3e-10;kbm+03;-2.4970E-13;5.0e-17;kbm+03;2.41e+05;2.16e+12;3.7e+34;
2300;B1901+10;ht75b;1.85656971650;7.0e-11;lcx02;2.76E-16;8.0e-18;lcx02;0.53862776663;3.0e-11;lcx02;-8.0E-17;3.0e-18;lcx02;1.07e+08;7.24e+11;1.7e+30;
2301;J1904-1224;lml+98;0.750808122380;3.0e-12;hlk+04;7.4236E-16;3.0e-20;hlk+04;1.331898217656;5.0e-12;hlk+04;-1.31691E-15;5.0e-20;hlk+04;1.6e+07;7.55e+11;6.9e+31;
2302;J1904-1629;bbb+12;1.541412044233;2.0e-11;bsb+19;3.1900E-15;8.0e-19;bsb+19;0.648755797479;9.0e-12;bsb+19;-1.3426E-15;4.0e-19;bsb+19;7.66e+06;2.24e+12;3.4e+31;
2303;B1902-01;stwd85;0.64318334838;3.0e-11;lbs+20;3.05924E-15;5.0e-20;lbs+20;1.55476661906;6.0e-11;lbs+20;-7.3951e-15;1.0e-19;lbs+20;3.33e+06;1.42e+12;4.5e+32;
2304;J1905+0154A;hrs+07;0.00319294082;1.0e-11;hrs+07;*;0;*;313.1908972;1.0e-06;hrs+07;*;0;*;*;*;*;
2305;J1905+0400;hfs+04;0.0037844047882356;3.0e-16;gsf+11;4.9052E-21;1.5e-24;gsf+11;264.242346143483;1.6e-11;gsf+11;-3.425E-16;1.0e-19;gsf+11;1.22e+10;1.38e+08;3.6e+33;
2306;J1905+0414;pab+18;*;0;*;*;0;*;*;0;*;*;0;*;*;*;*;
2307;J1905+0600;hfs+04;0.441209731966;1.8e-11;hfs+04;1.1123E-15;1.0e-18;hfs+04;2.26649578998;9.0e-11;hfs+04;-5.714E-15;5.0e-18;hfs+04;6.28e+06;7.09e+11;5.1e+32;
2308;J1905+0616;lxf+05;0.989706023196;7.0e-12;lxf+05;135.232E-15;1.0e-18;lxf+05;1.010401044919;8.0e-12;lxf+05;-1.380597E-13;1.1e-18;lxf+05;1.16e+05;1.17e+13;5.5e+33;
2309;B1903+07;cl86;0.64804005430;7.0e-11;hlk+04;4.9416E-15;6.0e-19;hlk+04;1.54311449326;1.5e-10;hlk+04;-1.17670E-14;1.2e-18;hlk+04;2.08e+06;1.81e+12;7.2e+32;
2310;J1905+0902;cfl+06;0.2182529126846;9.0e-13;nab+13;3.49853E-15;8.0e-20;nab+13;4.581840341554;1.9e-11;nab+13;-7.34456E-14;1.7e-18;nab+13;9.88e+05;8.84e+11;1.3e+34;
2311;J1906+0055;lbh+15;0.0027895524236884;2.0e-16;sab+16;3.32E-21;1.0e-23;sab+16;358.48044708111;3.0e-11;sab+16;-4.266E-16;1.3e-18;sab+16;1.33e+10;9.74e+07;6.0e+33;
2312;J1906+0414;lfl+06;1.043361628655;9.0e-12;lfl+06;1.1461E-14;9.0e-18;lfl+06;0.958440460657;8.0e-12;lfl+06;-1.0528E-14;8.0e-18;lfl+06;1.44e+06;3.5e+12;4.0e+32;
2313;J1906+0454;pkr+19;0.0020832783349232;3.0e-16;pkr+19;2.982E-21;1.4e-23;pkr+19;480.01267196822;5.0e-11;pkr+19;-0.687E-15;3.0e-18;pkr+19;1.11e+10;7.98e+07;1.3e+34;
2314;J1906+0509;lsb+17;0.397589683040;5.0e-12;lsb+17;5.2152E-15;4.0e-19;lsb+17;2.51515580675;4.0e-11;lsb+17;-3.2991E-14;3.0e-18;lsb+17;1.21e+06;1.46e+12;3.3e+33;
2315;B1904+06;cl86;0.2672750082591;5.0e-13;hlk+04;2.135599E-15;4.0e-21;hlk+04;3.741464667847;6.0e-12;hlk+04;-2.989530E-14;5.0e-20;hlk+04;1.98e+06;7.65e+11;4.4e+33;
2316;J1906+0649;hfs+04;1.28656437956;1.0e-10;hfs+04;1.52E-16;5.0e-18;hfs+04;0.77726386327;6.0e-11;hfs+04;-9.2E-17;3.0e-18;hfs+04;1.34e+08;4.48e+11;2.8e+30;
2317;J1906+0722;cpw+15;0.1115241364978;1.3e-12;cpw+15;3.587895E-14;3.0e-20;cpw+15;8.9666688432;1.0e-10;cpw+15;-2.884709E-12;2.0e-18;cpw+15;4.92e+04;2.02e+12;1.0e+36;
2318;J1906+0725;lbh+15;1.53651;0;lbh+15;*;0;*;0.650826;0;lbh+15;*;0;*;*;*;*;
2319;J1906+0746;lsf+06;0.14407315538;5.0e-11;vks+15;2.02678E-14;1.9e-18;vks+15;6.940918295;2.0e-09;vks+15;-9.7643E-13;9.0e-17;vks+15;1.13e+05;1.73e+12;2.7e+35;
2320;J1906+0912;mhl+02;0.77534458995;5.0e-11;mhl+02;1.32E-16;1.9e-17;mhl+02;1.28974911667;7.0e-11;mhl+02;-2.2E-16;3.0e-17;mhl+02;9.29e+07;3.24e+11;1.1e+31;
2321;J1906+1854;nft95;1.01909277135;8.0e-11;cn95;2.054E-16;1.9e-18;cn95;0.98126493300;8.0e-11;cn95;-1.978E-16;1.9e-18;cn95;7.86e+07;4.63e+11;7.7e+30;
2322;J1907+0249;hfs+04;0.351879439822;2.0e-11;hfs+04;1.135E-15;4.0e-18;hfs+04;2.84188243708;1.6e-10;hfs+04;-9.17E-15;3.0e-17;hfs+04;4.91e+06;6.4e+11;1.0e+33;
2323;J1907+0255;lbh+15;0.61876063644;3.0e-11;lsb+17;0.2230E-15;9.0e-19;lsb+17;1.61613383449;8.0e-11;lsb+17;-5.82E-16;3.0e-18;lsb+17;4.4e+07;3.76e+11;3.7e+31;
2324;J1907+0345;hfs+04;0.240153263208;5.0e-12;hfs+04;8.222E-15;3.0e-18;hfs+04;4.16400754519;7.0e-11;hfs+04;-1.4256E-13;4.0e-17;hfs+04;4.63e+05;1.42e+12;2.3e+34;
2325;J1907+05;lbh+15;0.16868;0;lbh+15;*;0;*;5.928385;0;lbh+15;*;0;*;*;*;*;
2326;J1907+0534;mhl+02;1.1384027132;6.0e-10;mhl+02;3.15E-15;1.2e-16;mhl+02;0.8784237673;4.0e-10;mhl+02;-2.43E-15;9.0e-17;mhl+02;5.73e+06;1.92e+12;8.4e+31;
2327;J1907+0602;aaa+09c;0.106632746266;5.0e-12;rkp+11;8.68208E-14;3.0e-19;rkp+11;9.3779822336;4.0e-10;rkp+11;-7.63559E-12;2.0e-17;rkp+11;1.95e+04;3.08e+12;2.8e+36;
2328;J1907+0631;lsb+17;0.323648024490;1.9e-11;lsb+17;452.1551E-15;1.2e-18;lsb+17;3.08977631356;1.9e-10;lsb+17;-4.316597E-12;1.2e-17;lsb+17;1.13e+04;1.22e+13;5.3e+35;
2329;J1907+0731;hfs+04;0.363676330005;1.2e-11;hfs+04;1.8416E-14;4.0e-18;hfs+04;2.74969778755;9.0e-11;hfs+04;-1.3924E-13;3.0e-17;hfs+04;3.13e+05;2.62e+12;1.5e+34;
2330;J1907+0740;mhl+02;0.574697951954;1.7e-11;mhl+02;6.71E-16;7.0e-18;mhl+02;1.74004448180;5.0e-11;mhl+02;-2.033E-15;1.9e-17;mhl+02;1.36e+07;6.29e+11;1.4e+32;
2331;J1907+0859;lsb+17;1.52704227084;3.0e-11;lsb+17;5.5446E-15;1.2e-18;lsb+17;0.654860719376;1.3e-11;lsb+17;-2.3778E-15;6.0e-19;lsb+17;4.36e+06;2.94e+12;6.1e+31;
2332;J1907+0918;lx00;0.2261071099878;6.0e-13;lx00;9.42955E-14;4.0e-19;lx00;4.422682683680;1.2e-11;lx00;-1.844431E-12;8.0e-18;lx00;3.8e+04;4.67e+12;3.2e+35;
2333;J1907+0919;ksh+99;5.198346;3.0e-06;met+06;9.2E-11;4.0e-12;met+06;0.19236888;1.2e-07;met+06;-3.40E-12;1.5e-13;met+06;895;7e+14;2.6e+34;
2334;J1907+1149;lfl+06;1.42016034143;1.7e-10;lfl+06;1.5979E-13;3.0e-17;lfl+06;0.70414584243;8.0e-11;lfl+06;-7.9226E-14;1.0e-17;lfl+06;1.41e+05;1.52e+13;2.2e+33;
2335;B1904+12;ht75b;0.82709737059;3.0e-11;lcx02;1.948E-15;4.0e-18;lcx02;1.20904749012;5.0e-11;lcx02;-2.848E-15;6.0e-18;lcx02;6.73e+06;1.28e+12;1.4e+32;
2336;J1907-1532;bbb+12;0.63223532885;4.0e-11;bbb+12;3.084E-15;2.0e-18;bbb+12;1.58168952978;1.1e-10;bbb+12;-7.715E-15;6.0e-18;bbb+12;3.25e+06;1.41e+12;4.8e+32;
2337;B1905+39;dth78;1.235757452781;3.0e-12;hlk+04;5.40707E-16;2.0e-20;hlk+04;0.8092202865133;1.8e-12;hlk+04;-3.54075E-16;1.3e-20;hlk+04;3.62e+07;8.27e+11;1.1e+31;
2338;J1907+57;mss+20;0.424;0;mss+20;*;0;*;2.358491;0;mss+20;*;0;*;*;*;*;
2339;J1908+0457;zcwl96;0.8467928462;4.0e-10;zcwl96;9.8E-16;3.0e-17;zcwl96;1.1809263676;6.0e-10;zcwl96;-1.37E-15;5.0e-17;zcwl96;1.37e+07;9.22e+11;6.4e+31;
2340;J1908+0500;nft95;0.29102078676;3.0e-11;cn95;2.5856E-15;1.8e-18;cn95;3.4361806630;4.0e-10;cn95;-3.053E-14;3.0e-17;cn95;1.78e+06;8.78e+11;4.1e+33;
2341;J1908+0734;nft95;0.212352673319;2.0e-12;cn95;8.2459E-16;6.0e-20;cn95;4.70914721426;5.0e-11;cn95;-1.82862E-14;1.4e-18;cn95;4.08e+06;4.23e+11;3.4e+33;
2342;J1908+0833;lsb+17;0.512110722994;1.2e-11;lsb+17;1.9872E-15;7.0e-19;lsb+17;1.95270271662;5.0e-11;lsb+17;-7.577E-15;3.0e-18;lsb+17;4.08e+06;1.02e+12;5.8e+32;
2343;J1908+0839;mhl+02;0.185397243919;1.4e-11;mhl+02;2.3865E-15;1.4e-18;mhl+02;5.3938234402;4.0e-10;mhl+02;-6.943E-14;4.0e-17;mhl+02;1.23e+06;6.73e+11;1.5e+34;
2344;J1908+0909;mhl+02;0.336554651762;1.6e-11;mhl+02;3.48712E-14;7.0e-19;mhl+02;2.97128562854;1.4e-10;mhl+02;-3.07862E-13;6.0e-18;mhl+02;1.53e+05;3.47e+12;3.6e+34;
2345;B1906+09;ht75b;0.83026988471;6.0e-11;gr78;9.8E-17;1.4e-17;gr78;1.20442764264;9.0e-11;gr78;-1.4E-16;3.0e-17;gr78;1.34e+08;2.89e+11;6.8e+30;
2346;J1908+2351;lwf+04;0.377578026;1.0e-09;lwf+04;0.017E-15;1.0e-18;lwf+04;2.648459209;8.0e-09;lwf+04;-1.19E-16;8.0e-18;lwf+04;3.52e+08;8.11e+10;1.2e+31;
2347;B1907+00;dls73;1.01694836198;4.0e-11;hlk+04;5.51856E-15;1.9e-19;hlk+04;0.98333409776;3.0e-11;hlk+04;-5.33615E-15;1.8e-19;hlk+04;2.92e+06;2.4e+12;2.1e+32;
2348;B1907+02;dls72;0.989831207210;5.0e-12;hlk+04;5.52533E-15;5.0e-20;hlk+04;1.010273259436;5.0e-12;hlk+04;-5.63944E-15;5.0e-20;hlk+04;2.84e+06;2.37e+12;2.2e+32;
2349;J1909+0616;mhl+02;0.75599276085;1.8e-10;mhl+02;2.058E-14;8.0e-17;mhl+02;1.3227639890;3.0e-10;mhl+02;-3.601E-14;1.3e-16;mhl+02;5.82e+05;3.99e+12;1.9e+33;
2350;J1909+0641;dcm+09;0.741761952452;6.0e-12;nab+13;3.2239E-15;7.0e-19;nab+13;1.348141403983;1.1e-11;nab+13;-5.8594E-15;1.3e-18;nab+13;3.65e+06;1.56e+12;3.1e+32;
2351;J1909+0749;nab+13;0.23716129322;9.0e-11;nab+13;151.920E-15;9.0e-18;nab+13;4.2165396656;1.7e-09;nab+13;-2.70102E-12;1.7e-16;nab+13;2.47e+04;6.07e+12;4.5e+35;
2352;J1909+0912;mhl+02;0.222949273318;1.5e-11;mhl+02;3.5805E-14;5.0e-18;mhl+02;4.4853252272;3.0e-10;mhl+02;-7.2033E-13;9.0e-17;mhl+02;9.87e+04;2.86e+12;1.3e+35;
2353;B1907+10;dls73;0.28364211181;8.0e-11;lbs+20;2.64029E-15;4.0e-20;lbs+20;3.5255695764;9.0e-10;lbs+20;-32.8178E-15;4.0e-19;lbs+20;1.7e+06;8.76e+11;4.6e+33;
2354;J1909+1148;lbh+15;0.448945466859;3.0e-12;lsb+17;0.07250E-15;8.0e-20;lsb+17;2.227442025412;1.5e-11;lsb+17;-3.597E-16;4.0e-19;lsb+17;9.81e+07;1.83e+11;3.2e+31;
2355;J1909+1450;nft95;0.9961077952;4.0e-10;cn95;2.19E-16;1.5e-17;cn95;1.0039074133;5.0e-10;cn95;-2.21E-16;1.6e-17;cn95;7.21e+07;4.73e+11;8.7e+30;
2356;J1909+1859;nft95;0.54245109601;4.0e-11;cn95;9.7E-17;3.0e-18;cn95;1.84348415434;1.4e-10;cn95;-3.30E-16;1.1e-17;cn95;8.86e+07;2.32e+11;2.4e+31;
2357;J1909+21;cck+16;0.00256;0;cck+16;*;0;*;390.625000;0;cck+16;*;0;*;*;*;*;
2358;J1909-3744;jbv+03;0.002947108069160717;3.0e-18;rhc+16;1.402541E-20;5.0e-26;rhc+16;339.3156872882446;3.0e-13;rhc+16;-1.614817E-15;5.0e-21;rhc+16;3.33e+09;2.06e+08;2.2e+34;
2359;J1910-0112;lfl+06;1.3606029280;8.0e-10;lfl+06;1.8E-16;6.0e-17;lfl+06;0.7349682846;4.0e-10;lfl+06;-9.6E-17;3.1e-17;lfl+06;1.21e+08;4.98e+11;2.8e+30;
2360;J1910+0225;hfs+04;0.337854845269;1.1e-11;hfs+04;2.623E-16;1.4e-18;hfs+04;2.95985099519;9.0e-11;hfs+04;-2.298E-15;1.2e-17;hfs+04;2.04e+07;3.01e+11;2.7e+32;
2361;B1907-03;mlt+78;0.504606055410;1.1e-11;lbs+20;2.192807E-15;3.0e-21;lbs+20;1.98174395507;4.0e-11;lbs+20;-8.61183E-15;1.0e-20;lbs+20;3.65e+06;1.06e+12;6.7e+32;
2362;B1907+03;mb75;2.33026282052;7.0e-11;hlk+04;4.4711E-15;5.0e-19;hlk+04;0.429136143440;1.2e-11;hlk+04;-8.2339E-16;9.0e-20;hlk+04;8.26e+06;3.27e+12;1.4e+31;
2363;J1910+0517;lsf+17;0.308047946620;1.2e-11;lsf+17;7.305E-16;8.0e-19;lsf+17;3.24624790060;1.2e-10;lsf+17;-7.698E-15;8.0e-18;lsf+17;6.68e+06;4.8e+11;9.9e+32;
2364;J1910+0534;mhl+02;0.45286735393;9.0e-11;mhl+02;1.92E-15;4.0e-17;mhl+02;2.2081521031;4.0e-10;mhl+02;-9.38E-15;1.5e-16;mhl+02;3.73e+06;9.45e+11;8.2e+32;
2365;J1910+0714;nft95;2.7124228384;3.0e-10;cn95;6.122E-15;1.5e-17;cn95;0.36867408202;5.0e-11;cn95;-8.32E-16;3.0e-18;cn95;7.02e+06;4.12e+12;1.2e+31;
2366;J1910+0728;hfs+04;0.325415321974;3.0e-12;hfs+04;8.3062E-15;3.0e-19;hfs+04;3.072996052959;1.9e-11;hfs+04;-7.84378E-14;1.9e-18;hfs+04;6.21e+05;1.66e+12;9.5e+33;
2367;J1910+1027;lbh+15;0.53147;0;lbh+15;*;0;*;1.881574;0;lbh+15;*;0;*;*;*;*;
2368;B1907+12;ht75b;1.441741592612;1.5e-11;hlk+04;8.22973E-15;7.0e-20;hlk+04;0.693605570599;7.0e-12;hlk+04;-3.95923E-15;3.0e-20;hlk+04;2.78e+06;3.49e+12;1.1e+32;
2369;J1910+1256;fsk+04;0.004983583942346950;2.0e-17;abb+18;9.6807E-21;5.0e-25;abb+18;200.6588053032902;8.0e-13;abb+18;-3.89782E-16;1.8e-20;abb+18;8.16e+09;2.22e+08;3.1e+33;
2370;J1910+56;scb+19;0.3419;0;scb+19;*;0;*;2.924832;0;scb+19;*;0;*;*;*;*;
